Alava;1001;Alegria-Dulantzi
;1002;Amurrio
;1003;Aramaio
;1004;Artziniega
;1006;Arminon
;1008;Arratzua-Ubarrundia
;1009;Asparrena
;1010;Ayala / Aiara
;1011;Banos de Ebro / Manueta
;1013;Barrundia
;1014;Berantevilla
;1016;Bernedo
;1017;Campezo / Kanpezu
;1018;Zigoitia
;1019;Kripan
;1020;Kuartango
;1021;Elburgo / Burgelu
;1022;Elciego
;1023;Elvillar / Bilar
;1027;Iruraiz-Gauna
;1028;Labastida / Bastida
;1030;LagrAn
;1031;Laguardia
;1032;Lanciego / Lantziego
;1033;Lapuebla de Labarca
;1034;Leza
;1036;Laudio / Llodio
;1037;Arraia-Maeztu
;1039;Moreda de Alava / Moreda Araba
;1041;Navaridas
;1042;Okondo
;1043;Oyon-Oion
;1044;Penacerrada-Urizaharra
;1046;Ribera Alta
;1047;Ribera Baja / Erribera Beitia
;1049;Anana
;1051;Salvatierra / Agurain
;1052;Samaniego
;1053;San MillAn / Donemiliaga
;1054;Urkabustaiz
;1055;Valdegovia / Gaubea
;1056;Harana / Valle de Arana
;1057;Villabuena de Alava / Eskuernaga
;1058;Legutio
;1059;Vitoria-Gasteiz
;1060;Yecora / Iekora
;1061;Zalduondo
;1062;Zambrana
;1063;Zuia
;1901;Iruna Oka / Iruna de Oca
;1902;Lantaron
Albacete;2001;Abengibre
;2002;Alatoz
;2003;Albacete
;2004;Albatana
;2005;Alborea
;2006;Alcadozo
;2007;AlcalA del Jucar
;2008;Alcaraz
;2009;Almansa
;2010;Alpera
;2011;Ayna
;2012;Balazote
;2013;Balsa de Ves
;2014;Ballestero
;2015;Barrax
;2016;Bienservida
;2017;Bogarra
;2018;Bonete
;2019;Bonillo
;2020;Carcelen
;2021;Casas de Juan Nunez
;2022;Casas de LAzaro
;2023;Casas de Ves
;2024;Casas-IbAnez
;2025;Caudete
;2026;Cenizate
;2027;Corral-Rubio
;2028;Cotillas
;2029;Chinchilla de Monte-Aragon
;2030;Elche de la Sierra
;2031;Ferez
;2032;Fuensanta
;2033;Fuente-Alamo
;2034;Fuentealbilla
;2035;Gineta
;2036;Golosalvo
;2037;Hellin
;2038;Herrera
;2039;Higueruela
;2040;Hoya-Gonzalo
;2041;Jorquera
;2042;Letur
;2043;Lezuza
;2044;Lietor
;2045;Madrigueras
;2046;Mahora
;2047;Masegoso
;2048;Minaya
;2049;Molinicos
;2050;Montalvos
;2051;Montealegre del Castillo
;2052;Motilleja
;2053;Munera
;2054;Navas de Jorquera
;2055;Nerpio
;2056;Ontur
;2057;Ossa de Montiel
;2058;Paterna del Madera
;2059;Penascosa
;2060;Penas de San Pedro
;2061;Petrola
;2062;Povedilla
;2063;Pozohondo
;2064;Pozo-Lorente
;2065;Pozuelo
;2066;Recueja
;2067;Riopar
;2068;Robledo
;2069;Roda
;2070;Salobre
;2071;San Pedro
;2072;Socovos
;2073;Tarazona de la Mancha
;2074;Tobarra
;2075;Valdeganga
;2076;Vianos
;2077;Villa de Ves
;2078;Villalgordo del Jucar
;2079;Villamalea
;2080;Villapalacios
;2081;Villarrobledo
;2082;Villatoya
;2083;Villavaliente
;2084;Villaverde de Guadalimar
;2085;Viveros
;2086;Yeste
;2901;Pozo Canada
Alicante;3001;Atzubia
;3002;Agost
;3003;Agres
;3004;Aigües
;3005;Albatera
;3006;Alcalali
;3007;Alcocer de Planes
;3008;Alcoleja
;3009;Alcoy / Alcoi
;3010;Alfafara
;3011;Alfas del Pi
;3012;Algorfa
;3013;Alguena
;3014;Alicante / Alacant
;3015;Almoradi
;3016;Almudaina
;3017;Alqueria d'Asnar
;3018;Altea
;3019;Aspe
;3020;Balones
;3021;Banyeres de Mariola
;3022;Benasau
;3023;Beneixama
;3024;Benejuzar
;3025;Benferri
;3026;Beniarbeig
;3027;BeniardA
;3028;Beniarres
;3029;Benigembla
;3030;Benidoleig
;3031;Benidorm
;3032;Benifallim
;3033;Benifato
;3034;Benijofar
;3035;Benilloba
;3036;Benillup
;3037;Benimantell
;3038;Benimarfull
;3039;Benimassot
;3040;Benimeli
;3041;Benissa
;3042;Benitachell / Poble Nou de Benitatxell
;3043;Biar
;3044;Bigastro
;3045;Bolulla
;3046;Busot
;3047;Calp
;3048;Callosa d'en Sarria
;3049;Callosa de Segura
;3050;Campello
;3051;Campo de Mirra / Camp de Mirra
;3052;Canada
;3053;Castalla
;3054;Castell de Castells
;3055;Catral
;3056;Cocentaina
;3057;Confrides
;3058;Cox
;3059;Crevillent
;3060;Quatretondeta
;3061;Daya Nueva
;3062;Daya Vieja
;3063;Denia
;3064;Dolores
;3065;Elche / Elx
;3066;Elda
;3067;Facheca
;3068;Famorca
;3069;Finestrat
;3070;Formentera del Segura
;3071;Gata de Gorgos
;3072;Gaianes
;3073;Gorga
;3074;Granja de Rocamora
;3075;Castell de Guadalest
;3076;Guardamar del Segura
;3077;Fondo de les Neus / Hondon de las Nieves
;3078;Hondon de los Frailes
;3079;Ibi
;3080;Jacarilla
;3081;Xalo
;3082;JAvea / Xabia
;3083;Jijona / Xixona
;3084;Lorcha / Orxa
;3085;Lliber
;3086;Millena
;3088;Monforte del Cid
;3089;Monovar / Monòver
;3090;Mutxamel
;3091;Murla
;3092;Muro de Alcoy
;3093;Novelda
;3094;Nucia
;3095;Ondara
;3096;Onil
;3097;Orba
;3098;Orxeta
;3099;Orihuela
;3100;Parcent
;3101;Pedreguer
;3102;Pego
;3103;Penaguila
;3104;Petrer
;3105;Pinos / Pinoso
;3106;Planes
;3107;Polop
;3109;Rafal
;3110;Rafol d'Almunia
;3111;RedovAn
;3112;Relleu
;3113;Rojales
;3114;Romana
;3115;Sagra
;3116;Salinas
;3117;Sanet y Negrals
;3118;San Fulgencio
;3119;Sant Joan d'Alacant
;3120;San Miguel de Salinas
;3121;Santa Pola
;3122;San Vicente del Raspeig / Sant Vicent del Raspeig
;3123;Sax
;3124;Sella
;3125;Senija
;3127;Tarbena
;3128;Teulada
;3129;Tibi
;3130;Tollos
;3131;Tormos
;3132;Torremanzanas / Torre de les Maçanes
;3133;Torrevieja
;3134;Vall d'Alcala
;3135;Vall d'Ebo
;3136;Vall de Gallinera
;3137;Vall de Laguar
;3138;Verger
;3139;Villajoyosa / Vila Joiosa
;3140;Villena
;3901;Poblets
;3902;Pilar de la Horadada
;3903;Montesinos
;3904;San Isidro
Almeria;4001;Abla
;4002;Abrucena
;4003;Adra
;4004;AlbAnchez
;4005;Alboloduy
;4006;Albox
;4007;Alcolea
;4008;Alcontar
;4009;Alcudia de Monteagud
;4010;Alhabia
;4011;Alhama de Almeria
;4012;Alicun
;4013;Almeria
;4014;Almocita
;4015;Alsodux
;4016;Antas
;4017;Arboleas
;4018;Armuna de Almanzora
;4019;Bacares
;4020;BayArcal
;4021;Bayarque
;4022;Bedar
;4023;Beires
;4024;Benahadux
;4026;Benitagla
;4027;Benizalon
;4028;Bentarique
;4029;Berja
;4030;CanjAyar
;4031;Cantoria
;4032;Carboneras
;4033;Castro de Filabres
;4034;Cobdar
;4035;Cuevas del Almanzora
;4036;Chercos
;4037;Chirivel
;4038;Dalias
;4041;Enix
;4043;Felix
;4044;Fines
;4045;Finana
;4046;Fondon
;4047;GAdor
;4048;Gallardos
;4049;Garrucha
;4050;Gergal
;4051;Huecija
;4052;Huercal de Almeria
;4053;Huercal-Overa
;4054;Illar
;4055;Instincion
;4056;Laroya
;4057;LAujar de Andarax
;4058;Lijar
;4059;Lubrin
;4060;Lucainena de las Torres
;4061;Lucar
;4062;Macael
;4063;Maria
;4064;MojAcar
;4065;Nacimiento
;4066;Nijar
;4067;Ohanes
;4068;Olula de Castro
;4069;Olula del Rio
;4070;Oria
;4071;Padules
;4072;Partaloa
;4073;Paterna del Rio
;4074;Pechina
;4075;Pulpi
;4076;Purchena
;4077;RAgol
;4078;Rioja
;4079;Roquetas de Mar
;4080;Santa Cruz de Marchena
;4081;Santa Fe de Mondujar
;4082;Senes
;4083;Seron
;4084;Sierro
;4085;Somontin
;4086;Sorbas
;4087;Sufli
;4088;Tabernas
;4089;Taberno
;4090;Tahal
;4091;Terque
;4092;Tijola
;4093;Turre
;4094;Turrillas
;4095;Uleila del Campo
;4096;UrrAcal
;4097;Velefique
;4098;Velez-Blanco
;4099;Velez-Rubio
;4100;Vera
;4101;Viator
;4102;Vicar
;4103;Zurgena
;4901;Tres Villas
;4902;Ejido
;4903;Mojonera
;4904;Balanegra
Avila;5001;Adanero
;5002;Adrada
;5005;Albornos
;5007;Aldeanueva de Santa Cruz
;5008;Aldeaseca
;5010;Aldehuela
;5012;Amavida
;5013;Arenal
;5014;Arenas de San Pedro
;5015;Arevalillo
;5016;Arevalo
;5017;Aveinte
;5018;Avellaneda
;5019;Avila
;5021;Barco de Avila
;5022;Barraco
;5023;BarromAn
;5024;Becedas
;5025;Becedillas
;5026;Bercial de Zapardiel
;5027;Berlanas
;5029;Bernuy-Zapardiel
;5030;Berrocalejo de Aragona
;5033;BlascomillAn
;5034;Blasconuno de Matacabras
;5035;Blascosancho
;5036;Bohodon
;5037;Bohoyo
;5038;Bonilla de la Sierra
;5039;Brabos
;5040;Bularros
;5041;Burgohondo
;5042;Cabezas de Alambre
;5043;Cabezas del Pozo
;5044;Cabezas del Villar
;5045;Cabizuela
;5046;Canales
;5047;Candeleda
;5048;Cantiveros
;5049;Cardenosa
;5051;Carrera
;5052;Casas del Puerto
;5053;Casasola
;5054;Casavieja
;5055;Casillas
;5056;Castellanos de Zapardiel
;5057;Cebreros
;5058;Cepeda la Mora
;5059;CillAn
;5060;Cisla
;5061;Colilla
;5062;Collado de Contreras
;5063;Collado del Miron
;5064;Constanzana
;5065;Crespos
;5066;Cuevas del Valle
;5067;Chamartin
;5069;Donjimeno
;5070;Donvidas
;5072;Espinosa de los Caballeros
;5073;Flores de Avila
;5074;Fontiveros
;5075;Fresnedilla
;5076;Fresno
;5077;Fuente el Sauz
;5078;Fuentes de Ano
;5079;Gallegos de Altamiros
;5080;Gallegos de Sobrinos
;5081;Garganta del Villar
;5082;Gavilanes
;5083;Gemuno
;5084;Gilbuena
;5085;Gil Garcia
;5086;Gimialcon
;5087;Gotarrendura
;5088;Grandes y San Martin
;5089;Guisando
;5090;Gutierre-Munoz
;5092;Hernansancho
;5093;Herradon de Pinares
;5094;Herreros de Suso
;5095;Higuera de las Duenas
;5096;Hija de Dios
;5097;Horcajada
;5099;Horcajo de las Torres
;5100;Hornillo
;5101;Hoyocasero
;5102;Hoyo de Pinares
;5103;Hoyorredondo
;5104;Hoyos del Collado
;5105;Hoyos del Espino
;5106;Hoyos de Miguel Munoz
;5107;Hurtumpascual
;5108;Junciana
;5109;Langa
;5110;Lanzahita
;5112;Losar del Barco
;5113;Llanos de Tormes
;5114;Madrigal de las Altas Torres
;5115;Maello
;5116;Malpartida de Corneja
;5117;Mamblas
;5118;Mancera de Arriba
;5119;ManjabAlago y Ortigosa de Rioalmar
;5120;Marlin
;5121;Martiherrero
;5122;Martinez
;5123;Mediana de Voltoya
;5124;Medinilla
;5125;Mengamunoz
;5126;Mesegar de Corneja
;5127;Mijares
;5128;Mingorria
;5129;Miron
;5130;Mironcillo
;5131;Miruena de los Infanzones
;5132;MombeltrAn
;5133;Monsalupe
;5134;Moraleja de Matacabras
;5135;Munana
;5136;Munico
;5138;Munogalindo
;5139;Munogrande
;5140;Munomer del Peco
;5141;Munopepe
